date,meta_cost_usd,meta_impressions,meta_clicks,meta_purchases,meta_conv_value,google_cost_usd,google_impressions,google_clicks,google_conversions,google_conv_value,tiktok_cost_usd,tiktok_impressions,tiktok_clicks,tiktok_conversions,ga_sessions,ga_ecom_purchases,sales_clp
2024-04-08,217.0,395097.0,7925.0,197.0,15059.28,112.97,18932.0,1862.0,63.9,624347.12,33522.0,84023.0,0.0,0.0,37095.0,254.0,8701657.0
2024-04-09,216.78,373320.0,7197.0,158.0,11838.9,62.53,17499.0,1517.0,22.36,332254.76,32862.0,76109.0,1.0,0.0,29790.0,222.0,8877649.0
2024-04-10,218.31,355885.0,7948.0,173.0,14403.96,59.52,17911.0,1525.0,20.32,239820.13,29668.0,69572.0,1.0,0.0,35312.0,224.0,9369238.0
2024-04-11,198.65,242158.0,8397.0,219.0,16358.4,68.24,19534.0,1543.0,24.4,432734.69,14533.0,8563.0,0.0,0.0,35999.0,281.0,10537525.0
2024-04-12,224.24,278678.0,8551.0,217.0,17586.66,66.34,22875.0,1629.0,24.07,496606.28,33758.0,20140.0,0.0,0.0,34204.0,313.0,11920817.0
2024-04-13,238.83,302272.0,9362.0,254.0,21823.8,105.55,33630.0,2155.0,157.05,862300.41,12003.0,9235.0,0.0,0.0,33069.0,272.0,13161959.0
2024-04-14,252.81,342157.0,9733.0,304.0,25589.16,115.0,32656.0,2347.0,181.05,771541.46,12369.0,13103.0,0.0,0.0,37932.0,295.0,13513604.0
2024-04-15,288.26,405968.0,7998.0,270.0,24203.28,110.06,30688.0,3172.0,193.97,1609295.55,23627.0,51724.0,0.0,0.0,35948.0,324.0,13818982.0
2024-04-16,275.21,403971.0,7514.0,235.0,18726.18,113.11,30573.0,3045.0,154.21,960940.19,27878.0,96131.0,520.0,0.0,28667.0,270.0,11322619.0
2024-04-17,307.97,449626.0,8024.0,207.0,16122.18,112.04,48646.0,3082.0,279.02,1167918.83,54868.0,143162.0,1269.0,10.0,25809.0,251.0,9977854.0
2024-04-18,419.2,509969.0,7284.0,193.0,16783.26,110.84,47204.0,2675.0,233.72,1151583.84,81189.0,179764.0,1186.0,17.0,27873.0,235.0,10496531.0
2024-04-19,406.61,470814.0,6230.0,232.0,20991.48,94.62,43173.0,2095.0,253.7,1013120.53,93671.0,211198.0,1239.0,17.0,27806.0,245.0,10887272.0
2024-04-20,420.96,521334.0,7135.0,210.0,17658.96,86.52,41308.0,2747.0,254.38,1388076.64,79005.0,196557.0,1305.0,21.0,25528.0,195.0,10144626.0
2024-04-21,403.43,501147.0,7287.0,297.0,28015.32,124.76,46345.0,3383.0,257.07,1360550.35,68127.0,190551.0,1400.0,26.0,28170.0,290.0,13258585.0
2024-04-22,293.66,392307.0,6475.0,242.0,19436.94,133.27,59802.0,3110.0,218.67,1173775.31,66379.0,178033.0,1190.0,22.0,28339.0,292.0,10446848.0
2024-04-23,335.9,392671.0,6485.0,238.0,19761.24,133.25,58575.0,4702.0,248.94,3046525.12,66817.0,165398.0,1067.0,32.0,27692.0,283.0,12010832.0
2024-04-24,333.04,379778.0,6389.0,305.0,23269.44,181.81,65590.0,6530.0,302.08,3316520.72,57779.0,153644.0,822.0,28.0,31981.0,334.0,13738944.0
2024-04-25,260.06,285676.0,5414.0,285.0,23697.42,187.32,69873.0,6133.0,253.44,3712889.85,47358.0,111644.0,552.0,34.0,26307.0,277.0,11424866.0
2024-04-26,328.03,334891.0,5364.0,245.0,17760.36,157.2,48447.0,4688.0,209.57,2789008.91,45960.0,99423.0,374.0,18.0,30672.0,251.0,10622187.0
2024-04-27,334.53,337142.0,5961.0,272.0,23005.8,170.92,79246.0,5185.0,222.4,3281731.77,53570.0,118880.0,359.0,12.0,28087.0,262.0,11894073.0
2024-04-28,343.01,362130.0,6464.0,260.0,21598.2,172.41,73944.0,5258.0,239.66,3807613.0,53454.0,115647.0,368.0,16.0,29215.0,286.0,13619225.0
2024-04-29,486.71,556430.0,8758.0,306.0,27027.96,164.67,74134.0,5306.0,235.89,4169872.1,32198.0,89240.0,313.0,11.0,32849.0,347.0,15297964.0
2024-04-30,642.5,790586.0,10705.0,704.0,57137.82,181.75,84812.0,5399.0,307.42,5075460.67,47151.0,138933.0,710.0,80.0,37359.0,634.0,27081606.0
2024-05-01,523.78,1033549.0,11687.0,1253.0,109794.36,216.36,99543.0,6881.0,512.9,7597409.41,90178.0,248812.0,3019.0,206.0,47264.0,1057.0,50703231.0
2024-05-02,370.9,750761.0,7471.0,477.0,39585.78,219.1,107504.0,5549.0,322.56,4214287.22,88291.0,264318.0,2591.0,95.0,38966.0,441.0,18039309.0
2024-05-03,392.77,577227.0,8024.0,707.0,56187.12,229.12,111541.0,5506.0,355.29,4356710.61,107925.0,266278.0,1923.0,113.0,41022.0,696.0,27575571.0
2024-05-04,391.63,541046.0,7481.0,775.0,60951.84,226.88,110021.0,5258.0,320.35,3774755.35,112924.0,258665.0,1637.0,105.0,36579.0,682.0,27519660.0
2024-05-05,358.84,448176.0,6458.0,1039.0,91174.2,235.51,104656.0,5363.0,323.33,5220211.24,110993.0,262258.0,1133.0,42.0,40332.0,977.0,45405012.0
2024-05-06,351.45,409365.0,8083.0,385.0,33507.3,197.07,63269.0,5099.0,140.49,3865857.31,72097.0,125432.0,607.0,20.0,38069.0,444.0,18550421.0
2024-05-07,436.58,494252.0,15263.0,352.0,27116.64,133.86,51753.0,4962.0,228.91,2910217.82,75100.0,139273.0,1516.0,40.0,40178.0,366.0,16393481.0
2024-05-08,523.63,865229.0,12741.0,326.0,27215.52,103.61,47160.0,5915.0,212.42,2736750.0,55639.0,110164.0,721.0,24.0,35448.0,315.0,13754657.0
2024-05-09,376.41,685160.0,8816.0,358.0,33246.84,103.06,46783.0,6513.0,231.21,3374355.75,16488.0,54433.0,0.0,1.0,37032.0,339.0,15291651.0
2024-05-10,301.48,427126.0,9237.0,216.0,20710.2,82.85,41301.0,5023.0,174.45,2762360.95,25424.0,64493.0,0.0,0.0,29298.0,243.0,10919899.0
2024-05-11,305.87,402023.0,10677.0,224.0,18923.94,61.67,21281.0,4758.0,199.92,1877412.82,26475.0,34913.0,0.0,1.0,28349.0,216.0,10565169.0
2024-05-12,286.31,344573.0,10795.0,255.0,20835.18,100.82,29809.0,5852.0,224.49,2987467.8,25159.0,34912.0,0.0,0.0,29038.0,255.0,12351862.0
2024-05-13,200.56,294121.0,10241.0,228.0,19713.9,139.99,34949.0,7484.0,245.51,3136726.03,13676.0,34171.0,0.0,0.0,32940.0,254.0,10919945.0
2024-05-14,228.22,373659.0,11100.0,265.0,22187.7,125.46,45691.0,7182.0,248.85,2935835.29,14048.0,59977.0,0.0,0.0,31570.0,278.0,11889299.0
2024-05-15,263.28,426457.0,12184.0,204.0,17421.66,132.82,40403.0,7389.0,237.5,3632735.97,14918.0,62904.0,0.0,0.0,34373.0,263.0,11906621.0
2024-05-16,270.8,408154.0,11058.0,251.0,20147.88,124.77,37999.0,7914.0,243.82,2802246.72,15415.0,63306.0,0.0,0.0,37541.0,288.0,11245889.0
2024-05-17,285.23,429203.0,12234.0,246.0,24816.12,166.28,45422.0,8190.0,235.08,3296089.63,26544.0,81352.0,0.0,0.0,33047.0,267.0,11529045.0
2024-05-18,303.98,457701.0,13789.0,248.0,21681.6,184.28,48470.0,4287.0,154.61,1424626.83,40132.0,112956.0,0.0,0.0,32793.0,215.0,9897112.0
2024-05-19,301.5,492299.0,14889.0,274.0,22666.5,195.66,45209.0,5276.0,120.45,1784785.44,39022.0,113573.0,0.0,0.0,36713.0,288.0,12324123.0
2024-05-20,443.15,641003.0,15277.0,296.0,27639.24,170.7,43526.0,5504.0,168.81,1910631.9,25908.0,85317.0,0.0,0.0,39046.0,303.0,13998204.0
2024-05-21,483.29,646032.0,16357.0,307.0,31838.22,154.75,46787.0,5690.0,137.49,1271419.06,14015.0,55613.0,0.0,0.0,37565.0,261.0,13508342.0
2024-05-22,416.4,596952.0,15519.0,266.0,24549.9,159.69,42113.0,5973.0,200.04,1485623.92,14674.0,48526.0,0.0,0.0,36899.0,257.0,11535174.0
2024-05-23,427.32,586746.0,14608.0,216.0,18391.86,141.22,40845.0,4948.0,162.46,1433342.23,29699.0,79494.0,263.0,14.0,32267.0,220.0,10027182.0
2024-05-24,390.37,461110.0,12619.0,200.0,18845.34,107.31,22203.0,3534.0,110.66,1603371.18,56615.0,112761.0,407.0,18.0,29243.0,200.0,8094047.0
2024-05-25,396.41,467505.0,14422.0,208.0,24191.04,117.53,25105.0,4078.0,148.13,1401853.23,66582.0,91355.0,270.0,30.0,28963.0,169.0,9238599.0
2024-05-26,406.93,506455.0,14594.0,241.0,24151.02,201.81,33129.0,5053.0,153.23,1253119.18,59397.0,103573.0,332.0,25.0,31900.0,187.0,8878405.0
2024-05-27,432.75,532317.0,12980.0,212.0,21039.06,137.69,26198.0,4047.0,146.45,1319122.37,41688.0,79360.0,261.0,29.0,31526.0,213.0,9545121.0
2024-05-28,481.23,538884.0,13184.0,236.0,24314.58,138.31,26139.0,3720.0,111.34,614592.27,33057.0,77903.0,256.0,19.0,30781.0,213.0,9068962.0
2024-05-29,545.83,607802.0,16713.0,188.0,18377.34,179.31,33373.0,3622.0,122.51,733366.56,55215.0,64418.0,158.0,25.0,30829.0,184.0,7995402.0
2024-05-30,652.3,1082962.0,14682.0,160.0,15467.1,236.74,49309.0,4043.0,155.76,963502.33,90719.0,142556.0,293.0,15.0,30570.0,187.0,7990512.0
2024-05-31,498.46,1021219.0,9514.0,140.0,13726.14,265.44,133651.0,6752.0,222.58,1852759.41,100731.0,182909.0,401.0,14.0,31733.0,138.0,5999900.0
2024-06-01,205.26,558154.0,6116.0,102.0,9174.36,333.77,213091.0,6046.0,213.43,2411030.32,87559.0,195906.0,508.0,26.0,31159.0,101.0,5738419.0
2024-06-02,280.25,951592.0,6791.0,442.0,38748.66,488.2,232480.0,9701.0,482.71,7927212.89,65977.0,156766.0,432.0,204.0,51326.0,573.0,28380522.0
2024-06-03,2460.19,1598291.0,27571.0,5036.0,438253.2,1814.19,369487.0,29288.0,1079.12,21369512.17,397547.0,325326.0,4224.0,573.0,180825.0,5216.0,212750882.0
2024-06-04,2690.21,1870245.0,42169.0,2698.0,220688.64,723.91,91756.0,10221.0,243.5,5952905.56,597845.0,769932.0,6545.0,504.0,109392.0,2345.0,87738877.0
2024-06-05,2105.44,1322216.0,33113.0,2528.0,205211.7,1418.29,133480.0,16954.0,518.63,12181455.24,466993.0,641269.0,3229.0,338.0,90792.0,2241.0,79344239.0
2024-06-06,685.71,868765.0,20984.0,530.0,36542.94,356.88,35690.0,5765.0,72.06,1740285.67,168843.0,330566.0,2893.0,35.0,49157.0,455.0,13789597.0
2024-06-07,677.49,902917.0,16540.0,474.0,31083.24,317.74,27531.0,4441.0,61.22,1419114.91,263038.0,504957.0,4525.0,93.0,48806.0,414.0,13833914.0
2024-06-08,329.56,680550.0,4970.0,362.0,26639.1,161.05,14241.0,3591.0,70.13,1848759.89,262607.0,540752.0,4935.0,82.0,36553.0,345.0,12597486.0
2024-06-09,232.47,433745.0,3529.0,396.0,29154.66,163.31,14165.0,4315.0,79.81,1847659.34,253339.0,517728.0,5430.0,94.0,41636.0,372.0,13736845.0
2024-06-10,52.66,77255.0,5921.0,152.0,8668.08,172.32,26504.0,5341.0,50.89,1024509.74,0.0,0.0,0.0,3.0,64908.0,226.0,7550597.0
2024-06-11,163.07,235359.0,13600.0,136.0,9920.4,161.47,27668.0,3085.0,24.37,381608.84,0.0,0.0,0.0,0.0,35573.0,183.0,5584943.0
2024-06-12,225.17,277476.0,13009.0,288.0,18515.64,123.63,34621.0,2974.0,131.34,414408.81,0.0,0.0,0.0,2.0,50640.0,334.0,9510513.0
2024-06-13,200.68,272685.0,12877.0,132.0,8910.54,78.24,25494.0,2098.0,116.75,415181.28,36007.0,84588.0,0.0,0.0,34874.0,137.0,4788317.0
2024-06-14,533.52,858173.0,15639.0,148.0,10102.08,65.56,62870.0,1600.0,124.07,376969.61,53491.0,126006.0,0.0,0.0,34854.0,155.0,5106962.0
2024-06-15,386.7,765338.0,17940.0,160.0,9665.64,55.75,32383.0,1290.0,113.5,673681.15,53632.0,120802.0,0.0,1.0,28749.0,131.0,4661918.0
2024-06-16,315.52,488979.0,18759.0,214.0,14235.3,78.21,35251.0,1041.0,127.06,500940.03,51866.0,122901.0,0.0,0.0,47728.0,240.0,7953925.0
2024-06-17,257.06,403939.0,16890.0,198.0,13607.82,80.55,34500.0,1621.0,158.1,414764.05,28421.0,85550.0,0.0,0.0,47464.0,223.0,7638973.0
2024-06-18,254.47,414763.0,13970.0,156.0,10955.34,67.1,36886.0,1284.0,93.07,296286.65,20298.0,59938.0,0.0,0.0,32967.0,176.0,5631557.0
2024-06-19,261.45,425118.0,9952.0,103.0,8060.76,86.51,48442.0,1553.0,154.6,516142.79,37335.0,78428.0,0.0,0.0,25881.0,98.0,3890319.0
2024-06-20,289.88,543988.0,13048.0,181.0,12537.66,105.04,90180.0,1939.0,173.44,588100.52,52482.0,116031.0,0.0,0.0,34309.0,164.0,6274044.0
2024-06-21,375.56,577274.0,13130.0,293.0,17816.28,67.69,50815.0,1819.0,163.38,667304.44,44781.0,90252.0,0.0,0.0,40687.0,278.0,8741641.0
2024-06-22,381.22,571275.0,12372.0,246.0,14979.9,61.37,49983.0,2000.0,140.21,495726.02,44018.0,89045.0,0.0,0.0,38776.0,220.0,7568527.0
2024-06-23,376.15,557450.0,12791.0,301.0,19904.4,99.19,58597.0,2339.0,157.16,833450.62,28711.0,75692.0,0.0,0.0,35574.0,270.0,9069661.0
2024-06-24,240.16,373604.0,10838.0,159.0,13648.32,81.62,54888.0,1954.0,135.32,470810.48,24702.0,71398.0,0.0,0.0,27872.0,146.0,5522520.0
2024-06-25,255.76,395256.0,9254.0,154.0,10874.46,80.53,56168.0,1636.0,146.34,590460.57,38182.0,100231.0,397.0,0.0,32982.0,192.0,6414633.0
2024-06-26,271.32,411625.0,6083.0,135.0,10219.68,160.95,72275.0,2968.0,200.48,952979.92,71643.0,166180.0,896.0,0.0,30267.0,159.0,6122489.0
2024-06-27,396.21,501751.0,9477.0,180.0,13043.7,163.11,77649.0,2513.0,168.22,536340.66,85034.0,193246.0,810.0,0.0,35266.0,188.0,7285711.0
2024-06-28,380.15,471011.0,9987.0,240.0,18710.52,137.75,95308.0,2387.0,130.63,490371.69,126715.0,251443.0,2075.0,20.0,31803.0,207.0,8384736.0
2024-06-29,383.29,482319.0,12256.0,209.0,15921.24,196.07,81045.0,2970.0,156.55,1061853.69,142194.0,330559.0,2676.0,16.0,31200.0,169.0,6763235.0
2024-06-30,390.81,520341.0,14076.0,169.0,11762.7,173.02,75469.0,3244.0,198.82,916922.01,131604.0,345094.0,2661.0,24.0,30341.0,161.0,6158504.0
2024-07-01,309.29,515204.0,13338.0,191.0,14688.9,187.92,82506.0,3476.0,220.07,1180583.41,128963.0,313509.0,2125.0,15.0,30750.0,161.0,7286986.0
2024-07-02,353.27,559416.0,12556.0,196.0,14740.08,205.63,90401.0,3139.0,207.32,619612.95,130432.0,347641.0,2487.0,22.0,33179.0,170.0,6250022.0
2024-07-03,354.6,508705.0,11503.0,378.0,22827.18,185.9,81270.0,2452.0,165.96,773772.17,133303.0,275719.0,1769.0,52.0,57989.0,374.0,11689136.0
2024-07-04,336.77,410440.0,11663.0,471.0,29187.66,109.51,60179.0,1687.0,159.47,796305.12,58793.0,91636.0,300.0,6.0,69922.0,452.0,14827164.0
2024-07-05,297.53,386946.0,12124.0,255.0,18871.38,100.11,92080.0,1171.0,147.53,527354.58,73670.0,156286.0,1770.0,24.0,35106.0,230.0,8445940.0
2024-07-06,273.54,346168.0,11325.0,208.0,12464.16,52.98,10774.0,1662.0,15.32,427902.77,106211.0,272465.0,2838.0,30.0,29212.0,163.0,5747433.0
2024-07-07,314.11,392442.0,12429.0,189.0,14661.06,99.59,15039.0,1956.0,14.37,314727.07,93316.0,262544.0,2613.0,25.0,38260.0,157.0,6145061.0
2024-07-08,331.0,426893.0,12759.0,198.0,13524.66,143.73,17465.0,2861.0,35.11,889171.14,84042.0,267891.0,2703.0,23.0,35315.0,172.0,6038034.0
2024-07-09,340.68,411812.0,12157.0,196.0,14346.12,50.59,7879.0,2056.0,21.57,529162.15,90090.0,220336.0,2990.0,29.0,34838.0,167.0,5683025.0
2024-07-10,322.08,375157.0,11093.0,166.0,12189.42,60.01,9118.0,2317.0,40.65,919163.51,119324.0,241633.0,2279.0,36.0,33154.0,170.0,6221997.0
2024-07-11,332.27,375744.0,11330.0,171.0,13761.42,85.28,11511.0,3020.0,43.85,1107940.89,128359.0,236409.0,1776.0,21.0,37052.0,175.0,6436416.0
2024-07-12,318.81,411569.0,9629.0,185.0,13768.08,113.75,11438.0,3289.0,46.69,1063291.49,139182.0,256872.0,2251.0,39.0,30201.0,183.0,5924810.0
2024-07-13,368.8,495791.0,10870.0,245.0,19358.04,100.94,12535.0,3531.0,48.67,1010562.06,136484.0,319162.0,3082.0,48.0,31368.0,205.0,8468469.0
2024-07-14,400.67,524901.0,12735.0,224.0,16075.98,103.6,14903.0,4567.0,54.11,1481658.48,110929.0,311194.0,3195.0,46.0,38484.0,187.0,7956567.0
2024-07-15,429.44,717238.0,12784.0,230.0,18115.62,112.69,16107.0,5632.0,66.57,1624268.35,72761.0,228172.0,2289.0,37.0,46079.0,191.0,6857227.0
2024-07-16,508.91,890183.0,17046.0,283.0,21244.74,96.29,15909.0,4793.0,52.71,1445103.0,42110.0,106802.0,977.0,32.0,52697.0,232.0,7754949.0
2024-07-17,421.07,732767.0,13516.0,164.0,10081.98,110.68,16924.0,3921.0,53.13,1017074.54,66467.0,150438.0,1067.0,44.0,42856.0,164.0,5008197.0
2024-07-18,430.53,714202.0,11940.0,184.0,13230.66,107.29,25588.0,3733.0,60.15,1166665.72,38174.0,41044.0,0.0,0.0,34455.0,171.0,5428228.0
2024-07-19,468.0,751594.0,13454.0,189.0,14481.54,53.78,30519.0,757.0,60.03,572541.2,87443.0,179945.0,460.0,9.0,35469.0,160.0,6658859.0
2024-07-20,548.81,828994.0,16911.0,213.0,13677.54,60.92,41737.0,747.0,36.91,599992.79,116443.0,258403.0,1613.0,20.0,39471.0,173.0,6858562.0
2024-07-21,607.16,955966.0,19070.0,167.0,13007.76,64.53,42793.0,932.0,33.4,703751.66,106078.0,245936.0,1324.0,31.0,37683.0,157.0,6159869.0
2024-07-22,558.72,880585.0,18694.0,188.0,12617.16,82.19,41505.0,1690.0,55.1,856593.59,75206.0,260119.0,1901.0,29.0,38425.0,167.0,6006020.0
2024-07-23,564.33,834646.0,17517.0,206.0,14615.34,109.07,40038.0,1223.0,38.23,404980.56,71029.0,194949.0,1170.0,25.0,36648.0,167.0,5810027.0
2024-07-24,596.25,882566.0,13044.0,179.0,12676.68,120.45,39853.0,1361.0,50.36,674647.1,90086.0,203973.0,986.0,35.0,35790.0,147.0,5760770.0
2024-07-25,828.99,1059547.0,14210.0,443.0,25299.96,161.28,44841.0,2853.0,72.48,1361355.14,158698.0,407978.0,3068.0,58.0,61281.0,382.0,11879625.0
2024-07-26,762.73,930972.0,13488.0,226.0,16113.48,111.23,43598.0,1649.0,44.28,833355.78,238154.0,635984.0,5041.0,34.0,42551.0,214.0,7914793.0
2024-07-27,850.4,1027938.0,15522.0,215.0,17775.18,95.6,48039.0,1244.0,48.59,1148636.69,356172.0,924669.0,7194.0,60.0,37373.0,143.0,6244488.0
2024-07-28,988.19,1206694.0,17529.0,194.0,15416.4,119.83,51075.0,1786.0,59.31,1080723.56,338938.0,799052.0,5615.0,61.0,38457.0,158.0,6654445.0
2024-07-29,863.44,1103076.0,13705.0,186.0,13531.38,165.18,44394.0,2790.0,73.33,1420279.34,342664.0,781026.0,5077.0,55.0,36683.0,169.0,6207638.0
2024-07-30,772.35,941514.0,12424.0,255.0,19471.8,184.36,42755.0,2880.0,65.52,1360360.61,299898.0,663435.0,4450.0,48.0,36955.0,181.0,7199994.0
2024-07-31,766.29,840150.0,11826.0,226.0,18247.62,141.47,53184.0,2151.0,74.42,1231699.09,213797.0,434249.0,3603.0,57.0,36024.0,198.0,7962096.0
2024-08-01,374.74,381070.0,8060.0,318.0,20308.26,138.86,61931.0,2059.0,81.22,959393.81,136672.0,215989.0,1768.0,42.0,37039.0,259.0,8918236.0
2024-08-02,394.0,418799.0,9843.0,230.0,15559.8,133.09,117761.0,1965.0,98.45,683594.92,188506.0,265119.0,1610.0,30.0,41059.0,214.0,7034296.0
2024-08-03,529.17,599667.0,12133.0,200.0,12978.96,124.53,132863.0,1971.0,95.11,609002.88,194384.0,225994.0,1317.0,34.0,33027.0,156.0,5414223.0
2024-08-04,617.92,688988.0,14354.0,255.0,19314.0,151.49,149451.0,2477.0,102.98,926575.98,188113.0,274997.0,1761.0,31.0,36728.0,197.0,7806474.0
2024-08-05,521.55,602608.0,13601.0,203.0,13507.74,167.18,147800.0,2443.0,104.83,801526.79,142389.0,155482.0,1181.0,27.0,40014.0,176.0,6300183.0
2024-08-06,550.66,580755.0,13675.0,208.0,14802.24,143.23,113293.0,3193.0,116.92,1434108.64,165420.0,216431.0,1221.0,33.0,37854.0,192.0,7282848.0
2024-08-07,578.48,542000.0,13137.0,215.0,15810.6,130.17,102047.0,2862.0,181.06,1341892.19,128341.0,201378.0,812.0,30.0,38723.0,174.0,6299062.0
2024-08-08,555.39,535132.0,12393.0,169.0,13047.24,137.94,95075.0,2520.0,118.69,1027092.16,151739.0,273012.0,1376.0,34.0,39152.0,167.0,5860308.0
2024-08-09,496.47,473925.0,11233.0,163.0,13189.5,126.9,99023.0,2134.0,102.13,794959.22,167115.0,248208.0,1521.0,28.0,34740.0,135.0,4771580.0
2024-08-10,534.19,546218.0,12954.0,139.0,9497.52,104.43,97366.0,1519.0,93.82,796390.51,165531.0,276273.0,1531.0,40.0,35841.0,124.0,4498202.0
2024-08-11,594.23,625184.0,15792.0,156.0,11604.24,86.78,42160.0,1775.0,47.14,704652.04,150621.0,274112.0,1527.0,43.0,39166.0,129.0,5456438.0
2024-08-12,1704.26,1538662.0,29637.0,424.0,33111.6,118.08,11474.0,2210.0,28.11,646734.66,646117.0,1116179.0,8957.0,98.0,65156.0,327.0,13124297.0
2024-08-13,1118.47,925992.0,16230.0,407.0,32551.56,99.89,10521.0,2833.0,55.87,1357326.25,311381.0,563240.0,4544.0,89.0,51592.0,332.0,13564462.0
2024-08-14,1429.71,1833530.0,20936.0,410.0,36535.26,108.3,33828.0,2207.0,102.91,1787907.87,370007.0,769464.0,4951.0,92.0,57509.0,322.0,14217261.0
2024-08-15,363.21,524416.0,2535.0,237.0,19145.22,106.14,73137.0,1919.0,186.95,1298761.57,56438.0,84546.0,0.0,1.0,42895.0,175.0,7814388.0
2024-08-16,149.15,165773.0,1481.0,224.0,17157.18,101.11,73797.0,1566.0,139.42,1241099.7,75076.0,162516.0,0.0,0.0,51317.0,203.0,7786908.0
2024-08-17,95.14,120540.0,654.0,140.0,11023.08,105.76,73683.0,1765.0,172.89,1287855.59,97802.0,225371.0,0.0,0.0,49750.0,168.0,7270246.0
2024-08-18,60.91,90460.0,468.0,202.0,15704.46,158.05,76897.0,2840.0,186.04,1763146.76,62916.0,174765.0,0.0,0.0,60568.0,213.0,8726887.0
2024-08-19,457.97,533537.0,10687.0,120.0,8757.54,157.85,79661.0,2567.0,162.71,1133585.29,45580.0,144239.0,0.0,0.0,74811.0,146.0,5276927.0
2024-08-20,510.26,577912.0,9037.0,148.0,10762.26,154.92,79958.0,2465.0,133.42,1168691.55,43859.0,132308.0,0.0,0.0,93477.0,135.0,4870571.0
2024-08-21,568.33,632492.0,8786.0,155.0,11430.84,157.11,80643.0,2636.0,184.24,1538107.15,82242.0,184304.0,0.0,0.0,184924.0,124.0,4653989.0
2024-08-22,294.89,295721.0,3322.0,62.0,3996.66,156.19,81126.0,3746.0,135.34,1467981.65,97911.0,216771.0,0.0,0.0,0.0,0.0,4553987.0
2024-08-23,0.0,0.0,0.0,0.0,0.0,149.31,79258.0,3065.0,163.63,1469058.99,162432.0,351396.0,1319.0,14.0,0.0,0.0,4293863.0
2024-08-24,0.0,0.0,0.0,0.0,0.0,112.48,79341.0,1807.0,128.6,778714.03,199586.0,404995.0,2179.0,24.0,0.0,0.0,4318685.0
2024-08-25,0.0,0.0,0.0,0.0,0.0,156.0,82122.0,2920.0,154.67,1202247.16,157197.0,284837.0,1522.0,41.0,0.0,0.0,5705744.0
2024-08-26,0.0,0.0,0.0,0.0,0.0,140.04,60104.0,3221.0,74.23,1451986.82,134992.0,319078.0,2328.0,53.0,0.0,0.0,4839733.0
2024-08-27,0.0,0.0,0.0,0.0,0.0,107.14,57172.0,2666.0,85.17,1355066.94,213181.0,452468.0,3438.0,51.0,0.0,0.0,0.0
2024-08-28,0.0,0.0,0.0,0.0,0.0,112.3,56355.0,2910.0,82.6,1211484.53,287272.0,629971.0,4821.0,62.0,0.0,0.0,0.0
2024-08-29,0.0,0.0,0.0,0.0,0.0,246.21,62710.0,5457.0,130.34,2639480.18,284885.0,495906.0,3245.0,79.0,0.0,0.0,0.0
2024-08-30,0.0,0.0,0.0,0.0,0.0,185.28,53946.0,3741.0,150.22,2085375.95,281572.0,440803.0,2771.0,70.0,0.0,0.0,0.0
2024-08-31,0.0,0.0,0.0,0.0,0.0,172.41,58872.0,4119.0,135.61,1966982.57,242537.0,461234.0,3287.0,78.0,0.0,0.0,0.0
2024-09-01,0.0,0.0,0.0,0.0,0.0,101.44,16010.0,4015.0,71.97,1798137.16,0.0,0.0,0.0,4.0,0.0,0.0,0.0
2024-09-02,0.0,0.0,0.0,0.0,0.0,110.72,16997.0,4535.0,93.93,2402726.36,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-09-03,0.0,0.0,0.0,0.0,0.0,106.37,17461.0,4224.0,86.49,2215525.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-04,0.0,0.0,0.0,0.0,0.0,114.23,18862.0,4175.0,85.34,2214914.38,34411.0,50062.0,472.0,17.0,0.0,0.0,0.0
2024-09-05,0.0,0.0,0.0,0.0,0.0,105.8,19460.0,4233.0,72.47,1899145.46,80843.0,108579.0,1119.0,46.0,0.0,0.0,0.0
2024-09-06,0.0,0.0,0.0,0.0,0.0,108.88,20021.0,3869.0,62.5,1578558.26,83345.0,100864.0,830.0,30.0,0.0,0.0,0.0
2024-09-07,0.0,0.0,0.0,0.0,0.0,80.47,16050.0,3399.0,51.43,1296847.32,79124.0,104348.0,955.0,35.0,0.0,0.0,0.0
2024-09-08,0.0,0.0,0.0,0.0,0.0,79.0,15284.0,3383.0,66.75,1629362.19,59980.0,100694.0,1028.0,31.0,0.0,0.0,0.0
2024-09-09,0.0,0.0,0.0,0.0,0.0,86.2,22740.0,4008.0,61.2,1333259.27,54959.0,89324.0,802.0,39.0,0.0,0.0,0.0
2024-09-10,0.0,0.0,0.0,0.0,0.0,77.31,20874.0,3847.0,65.07,1769055.7,64966.0,90538.0,761.0,20.0,0.0,0.0,0.0
2024-09-11,0.0,0.0,0.0,0.0,0.0,80.32,19508.0,3664.0,58.76,1364177.99,61278.0,83798.0,565.0,25.0,0.0,0.0,0.0
2024-09-12,0.0,0.0,0.0,0.0,0.0,78.6,16734.0,3404.0,61.01,1398517.49,50286.0,58394.0,298.0,15.0,0.0,0.0,0.0
2024-09-13,0.0,0.0,0.0,0.0,0.0,69.3,14957.0,2754.0,55.37,1363338.96,48198.0,59885.0,320.0,21.0,0.0,0.0,0.0
2024-09-14,0.0,0.0,0.0,0.0,0.0,76.86,18417.0,3557.0,43.16,992837.25,17201.0,17638.0,0.0,0.0,0.0,0.0,0.0
